,AmgR,ArcZ,C0664,ChiX,CsrB,CsrC,CyaR,DapZ,DsrA,FnrS,GcvB,GlmY,GlmZ,InvR,IsrA,IsrB‑1,IsrB‑2,IsrC,IsrD,IsrF,IsrG,IsrH_1_2,IsrI,IsrJ,IsrK,IsrL,IsrM,IsrN,IsrO,IsrP,IsrQ,IstR‑1_2,MgrR,MicA,MicC,MicF,OmrA,OmrB,OxyS,RprA,RseX,RybA,RybB,RybD,RydB,RydC,RyeC,RyeF,RyfA,RygC,RygD,RyhB‑1,RyhB‑2,RyjB,SdsR,SgrS,Spf,SraA,SraB,SraC,SraF,SraG,SraL,sRNA1,sRNA10,sRNA12,sRNA3,sRNA9,SroA,SroC,SroG,SsrS,STnc070,STnc1010,STnc1030,STnc1040,STnc1060,STnc1080,STnc1090,STnc1110,STnc1130,STnc1150,STnc1160,STnc1170,STnc1180,STnc1200,STnc1210,STnc1220,STnc1270,STnc1280,STnc1290,STnc1300,STnc1310,STnc1320,STnc1330,STnc1340,STnc1380,STnc1390,STnc1400,STnc1410,STnc1420,STnc1430,STnc1460,STnc1470,STnc1480,STnc150,STnc1500,STnc1510,STnc1530,STnc1540,STnc1550,STnc1560,STnc1590,STnc1600,STnc1640,STnc1650,STnc1660,STnc1670,STnc1690,STnc1700,STnc1710,STnc1740,STnc1760,STnc1820,STnc1830,STnc1860,STnc1870,STnc1880,STnc1890,STnc1920,STnc1990,STnc200,STnc2010,STnc2030,STnc2040,STnc2050,STnc2070,STnc2080,STnc2090,STnc2100,STnc2110,STnc2130,STnc2160,STnc2170,STnc2180,STnc290,STnc3000,STnc3010,STnc3020,STnc3030,STnc3040,STnc3050,STnc3060,STnc3070,STnc3080,STnc3090,STnc310,STnc3100,STnc3110,STnc3120,STnc3130,STnc3140,STnc3150,STnc3160,STnc3170,STnc3180,STnc3200,STnc3210,STnc3220,STnc3230,STnc3240,STnc3250,STnc3270,STnc3280,STnc3290,STnc3300,STnc3310,STnc3330,STnc3340,STnc3350,STnc3390,STnc340,STnc3400,STnc3410,STnc3420,STnc3430,STnc3440,STnc3460,STnc3480,STnc3490,STnc350,STnc3500,STnc3510,STnc3530,STnc3540,STnc3550,STnc3570,STnc3580,STnc3600,STnc3610,STnc3620,STnc3630,STnc3640,STnc3680,STnc3700,STnc3720,STnc3730,STnc3740,STnc3750,STnc3760,STnc3770,STnc3790,STnc380,STnc3800,STnc3830,STnc3850,STnc3860,STnc3870,STnc3880,STnc3890,STnc3920,STnc3950,STnc3960,STnc3970,STnc3990,STnc400,STnc4000,STnc4010,STnc4020,STnc4040,STnc4070,STnc4080,STnc4100,STnc4110,STnc4120,STnc4130,STnc4140,STnc4150,STnc4160,STnc4170,STnc4180,STnc4190,STnc4200,STnc4210,STnc4220,STnc4230,STnc4240,STnc4250,STnc4260,STnc440,STnc470,STnc480,STnc490,STnc500,STnc520,STnc540,STnc630,STnc700,STnc710,STnc740,STnc750,STnc760,STnc770,STnc780,STnc790,STnc800,STnc810,STnc840,STnc850,STnc870,STnc880,STnc890,STnc920,STnc930,STnc950,STnc980,t44,tp2,tpke11,tpke70
FM180568,NA,90,68,75,88,88,94,NA,90,98,95,92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,93,75,97,99,89,86,96,NA,82,99,NA,90,79,78,84,73,70,87,78,NA,NA,96,71,98,87,92,74,88,92,94,NA,82,79,87,NA,91,80,88,92,NA,71,NA,87,77,NA,73,70,NA,NA,NA,NA,77,NA,NA,NA,80,NA,NA,NA,NA,NA,79,99,85,NA,NA,NA,89,81,NA,73,NA,NA,NA,NA,NA,82,NA,82,NA,NA,77,NA,86,79,NA,NA,NA,NA,NA,51,NA,65,NA,NA,NA,NA,NA,77,NA,NA,82,NA,78,NA,94,79,79,96,NA,NA,98,NA,86,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,71,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,61,NA,72,NA,NA,NA,80,NA,80,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,75,NA,84,58,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,77,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,75,69,NA,NA,74,NA,NA,85,NA,NA,NA,NA,69,71,73,NA,NA,84,88,NA,95,NA,NA,NA,80,92,NA,76,NA,73,94,85,NA,NA,NA,NA,NA,52,63,75,81,91,100,92,NA,88,72,NA,NA,94,86,85,81
FN554766,NA,90,81,75,88,89,94,NA,90,98,95,93,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,82,86,93,79,97,99,89,86,96,NA,81,99,NA,91,81,84,84,73,68,88,78,NA,NA,96,71,98,87,92,75,88,92,94,NA,83,80,87,NA,92,81,88,92,NA,NA,NA,79,80,NA,74,69,NA,NA,84,NA,77,NA,NA,NA,80,NA,77,NA,NA,NA,78,100,88,NA,NA,NA,90,82,NA,NA,NA,NA,NA,NA,NA,82,NA,82,84,NA,76,NA,86,80,NA,NA,NA,NA,NA,63,NA,69,NA,NA,NA,NA,NA,80,NA,NA,81,NA,78,NA,94,79,NA,97,NA,NA,98,NA,85,NA,63,NA,NA,NA,NA,NA,87,NA,NA,72,NA,71,64,NA,NA,77,NA,NA,NA,NA,62,NA,71,57,NA,NA,82,NA,66,NA,NA,NA,79,NA,NA,62,NA,NA,NA,67,NA,NA,NA,NA,74,NA,86,59,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,74,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,75,69,NA,NA,74,NA,NA,81,NA,NA,NA,NA,NA,71,71,NA,NA,83,87,NA,95,NA,NA,NA,87,92,NA,74,NA,74,94,89,76,NA,NA,NA,NA,47,56,75,78,91,100,89,NA,88,72,NA,NA,94,85,81,82
FN649414,NA,90,67,75,88,89,94,NA,90,98,95,92,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,82,86,93,78,98,99,89,86,96,NA,81,99,NA,91,81,86,84,73,66,85,78,NA,NA,96,74,98,87,92,75,88,92,94,NA,83,84,86,NA,92,81,88,92,NA,NA,NA,83,83,NA,75,70,NA,NA,70,NA,83,NA,NA,NA,80,NA,64,70,NA,NA,78,100,NA,NA,NA,NA,86,81,NA,NA,NA,NA,NA,NA,NA,81,NA,82,NA,NA,77,NA,86,80,NA,NA,NA,NA,NA,52,NA,73,NA,NA,NA,NA,NA,78,68,NA,71,NA,78,NA,94,79,NA,97,NA,NA,98,NA,86,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,71,NA,71,72,NA,NA,73,NA,NA,NA,NA,61,NA,76,NA,NA,NA,78,NA,80,NA,NA,NA,82,NA,NA,64,NA,NA,NA,64,NA,NA,NA,NA,75,NA,86,58,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,76,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,69,NA,NA,78,NA,NA,85,NA,NA,NA,NA,NA,71,71,NA,NA,86,87,NA,95,NA,NA,NA,87,NA,NA,78,NA,74,93,84,77,NA,NA,NA,NA,57,56,NA,78,91,98,87,NA,88,72,NA,NA,94,85,81,81
HF572917,NA,90,67,75,88,89,94,NA,90,98,95,93,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,83,86,93,78,97,99,89,86,96,NA,81,97,NA,90,81,86,84,74,72,88,78,NA,NA,96,74,98,87,92,74,88,92,94,NA,83,82,87,NA,92,81,88,92,NA,NA,NA,84,80,NA,75,66,NA,NA,81,NA,83,NA,NA,NA,81,NA,64,69,NA,NA,78,100,88,NA,NA,NA,89,82,NA,76,NA,NA,NA,NA,NA,81,NA,84,NA,NA,77,NA,86,80,NA,NA,NA,NA,NA,54,81,73,79,NA,NA,NA,NA,79,NA,NA,71,NA,79,NA,94,79,NA,97,NA,NA,98,NA,85,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,72,NA,NA,77,NA,67,72,NA,NA,NA,NA,61,NA,51,58,NA,NA,79,NA,80,NA,NA,NA,83,NA,NA,64,NA,NA,NA,65,NA,NA,NA,NA,58,NA,86,58,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,74,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,76,67,NA,NA,78,NA,NA,85,NA,NA,NA,NA,NA,71,72,60,NA,85,87,NA,95,NA,NA,NA,87,92,NA,78,NA,73,94,86,77,NA,NA,NA,NA,61,57,NA,79,91,100,89,NA,88,72,NA,NA,94,85,81,81
HG428755,NA,90,65,75,87,88,94,NA,90,98,95,93,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,93,75,97,98,89,86,96,NA,82,99,NA,90,79,82,83,73,68,83,78,NA,NA,96,71,98,87,92,75,88,92,94,NA,83,83,87,NA,91,80,88,92,NA,71,NA,87,74,NA,73,70,NA,NA,NA,NA,77,78,NA,NA,80,NA,62,80,NA,NA,79,100,NA,NA,NA,NA,86,81,NA,80,NA,NA,NA,NA,NA,83,NA,82,NA,NA,76,NA,86,75,NA,NA,NA,NA,NA,52,80,60,NA,NA,NA,NA,NA,78,NA,NA,82,NA,76,NA,94,79,NA,97,NA,NA,98,NA,85,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,71,NA,NA,70,NA,NA,75,NA,NA,NA,NA,61,NA,73,59,NA,NA,80,NA,68,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,76,NA,84,58,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,85,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,70,NA,NA,74,NA,NA,85,NA,NA,NA,NA,NA,71,74,NA,NA,84,88,NA,95,NA,NA,NA,87,92,NA,70,NA,74,94,85,NA,NA,NA,NA,NA,52,63,75,81,91,100,92,NA,88,72,NA,NA,94,85,85,81
HG738867,NA,90,67,75,88,89,94,NA,90,98,95,92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,85,93,78,98,99,89,86,96,NA,81,99,NA,91,81,86,84,74,73,86,78,NA,84,96,74,98,87,92,74,88,92,94,NA,83,82,86,NA,92,81,88,92,NA,NA,NA,82,83,NA,75,69,NA,NA,NA,NA,83,NA,NA,NA,80,NA,NA,NA,NA,NA,78,100,NA,NA,NA,NA,87,81,NA,75,NA,NA,NA,NA,NA,81,NA,82,NA,NA,77,NA,86,80,NA,NA,NA,NA,NA,52,NA,73,NA,NA,NA,NA,NA,78,68,NA,71,NA,78,NA,94,79,NA,97,NA,NA,98,NA,86,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,70,NA,70,72,NA,NA,73,NA,NA,NA,NA,61,NA,59,NA,NA,NA,78,NA,80,NA,NA,NA,82,NA,NA,64,NA,NA,NA,64,NA,NA,NA,NA,75,NA,86,58,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,74,84,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,69,NA,NA,78,NA,NA,85,NA,NA,NA,NA,NA,75,71,NA,NA,86,87,NA,95,NA,NA,NA,87,NA,NA,67,NA,74,94,84,77,NA,NA,NA,NA,57,56,NA,78,91,98,89,NA,86,72,NA,NA,94,85,81,81
HG941718,NA,90,60,75,88,88,95,NA,90,98,95,92,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,86,93,75,97,99,89,85,96,NA,82,99,NA,90,79,82,84,73,68,83,78,NA,83,96,71,98,87,92,74,87,92,94,NA,83,79,87,NA,91,80,88,92,NA,71,NA,87,74,NA,74,70,NA,NA,84,NA,77,NA,NA,NA,79,NA,71,NA,NA,NA,79,100,NA,NA,NA,NA,86,82,NA,79,NA,NA,NA,NA,NA,82,NA,79,NA,NA,76,NA,86,80,NA,NA,NA,NA,NA,63,81,60,NA,NA,NA,NA,NA,80,NA,NA,82,NA,79,NA,94,79,NA,96,NA,NA,98,NA,86,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,72,NA,NA,71,NA,NA,75,NA,NA,NA,NA,61,NA,74,NA,NA,NA,80,NA,68,NA,NA,NA,80,NA,NA,64,NA,NA,NA,66,NA,NA,NA,NA,73,NA,86,58,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,75,84,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,67,NA,NA,74,NA,NA,85,NA,NA,NA,NA,NA,75,71,NA,NA,84,89,NA,94,NA,NA,NA,80,92,NA,72,NA,74,93,83,NA,NA,NA,NA,NA,61,54,75,81,92,100,92,NA,88,72,NA,NA,94,85,85,81
U00096,NA,90,67,75,88,89,94,NA,90,98,95,92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,85,93,78,98,99,89,86,96,NA,81,99,NA,91,81,86,84,74,73,86,78,NA,84,96,74,98,87,92,74,88,92,94,NA,83,82,86,NA,92,81,88,92,NA,NA,NA,82,83,NA,75,69,NA,NA,NA,NA,83,NA,NA,NA,80,NA,NA,78,NA,NA,78,100,NA,NA,NA,NA,87,81,NA,75,NA,NA,NA,NA,NA,81,NA,82,NA,NA,77,NA,86,80,NA,NA,NA,NA,NA,52,NA,73,NA,NA,NA,NA,NA,78,68,NA,71,NA,78,NA,94,79,NA,97,NA,NA,98,NA,86,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,70,NA,70,72,NA,NA,73,NA,NA,NA,NA,61,NA,76,NA,NA,NA,78,NA,80,NA,NA,NA,82,NA,NA,64,NA,NA,NA,64,NA,NA,NA,NA,75,NA,86,58,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,74,84,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,69,NA,NA,78,NA,NA,85,NA,NA,NA,NA,NA,75,71,NA,NA,86,87,NA,95,NA,NA,NA,87,NA,NA,74,NA,74,94,84,77,NA,NA,NA,NA,57,56,NA,78,91,98,89,NA,86,72,NA,NA,94,85,81,81
AP006725,68,77,73,82,80,80,96,79,87,97,87,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,78,NA,82,68,97,86,89,75,96,NA,72,97,74,NA,NA,NA,70,NA,NA,NA,85,68,NA,99,60,97,81,NA,70,79,80,82,NA,NA,NA,82,NA,73,76,89,89,NA,NA,75,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,71,NA,34,74,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,82,77,NA,81,NA,NA,70,NA,82,76,NA,NA,NA,NA,NA,52,NA,82,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,84,87,NA,81,NA,NA,100,NA,80,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,73,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,60,NA,61,NA,NA,NA,84,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,68,NA,77,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,81,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,78,67,NA,NA,84,71,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,65,66,NA,NA,73,100,93,NA,NA,84,NA,NA,91,NA,85,74
CP000647,68,77,74,82,80,80,96,81,87,97,87,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,82,68,97,86,89,75,96,NA,72,97,74,NA,NA,NA,69,NA,NA,NA,85,69,NA,99,60,97,81,NA,70,79,80,82,NA,NA,NA,82,NA,72,76,89,89,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,71,NA,NA,NA,NA,NA,NA,82,NA,86,80,NA,NA,NA,72,NA,NA,NA,NA,NA,82,77,NA,79,NA,NA,70,NA,82,76,NA,NA,NA,NA,NA,52,NA,82,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,84,87,NA,81,NA,NA,100,NA,80,NA,NA,NA,NA,NA,NA,76,57,NA,NA,73,NA,NA,85,NA,NA,NA,92,NA,NA,NA,71,NA,60,NA,NA,NA,84,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,68,NA,77,NA,79,NA,70,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,71,74,67,NA,NA,84,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,60,67,NA,NA,73,100,92,NA,NA,84,NA,NA,91,NA,85,74
CP000964,NA,72,74,82,82,81,96,82,87,98,87,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,78,NA,82,69,97,87,89,79,95,NA,72,97,73,NA,NA,NA,69,NA,NA,NA,85,70,NA,99,59,97,81,NA,72,79,80,83,NA,NA,NA,84,NA,72,75,89,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,71,NA,NA,NA,NA,NA,NA,82,NA,89,NA,NA,NA,NA,72,NA,NA,66,NA,NA,82,80,NA,81,63,NA,70,NA,82,75,NA,NA,NA,NA,NA,52,NA,82,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,84,87,NA,69,NA,NA,100,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,72,NA,64,NA,NA,NA,80,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,66,NA,77,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,81,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,62,58,NA,NA,73,100,93,NA,NA,86,NA,NA,88,NA,85,74
CP001891,NA,72,71,82,82,80,96,82,87,98,87,89,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,82,69,97,87,89,73,96,NA,72,97,73,NA,NA,NA,69,NA,NA,NA,85,70,NA,99,59,97,81,NA,67,79,80,83,NA,NA,NA,82,NA,72,75,89,91,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,71,NA,NA,NA,NA,NA,NA,82,NA,86,79,NA,NA,NA,72,NA,NA,NA,NA,NA,82,79,NA,81,NA,NA,70,NA,82,75,NA,NA,NA,NA,NA,52,NA,82,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,84,87,NA,81,NA,NA,100,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,72,NA,64,NA,NA,NA,80,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,66,NA,78,NA,81,NA,75,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,81,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,61,59,NA,NA,73,100,93,NA,NA,86,NA,NA,88,NA,85,74
CP002824,NA,68,72,81,81,82,98,84,87,97,90,84,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,79,NA,82,NA,97,86,94,NA,94,NA,72,95,76,80,NA,NA,73,NA,NA,85,85,NA,NA,98,69,97,80,NA,74,82,81,82,NA,73,NA,81,NA,76,75,90,89,NA,NA,NA,91,NA,74,77,NA,NA,NA,NA,NA,NA,NA,78,NA,69,NA,NA,NA,NA,NA,NA,81,NA,NA,83,NA,80,80,72,NA,NA,NA,NA,NA,NA,80,NA,84,83,NA,NA,NA,86,79,NA,NA,NA,NA,NA,51,NA,86,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,85,94,NA,78,NA,NA,96,NA,80,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,62,NA,NA,87,NA,NA,NA,NA,NA,NA,71,72,NA,57,NA,NA,NA,81,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,74,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,83,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,58,62,78,NA,72,NA,NA,NA,NA,NA,NA,NA,59,76,69,59,NA,79,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,76,NA,NA,NA,NA,NA,68,66,NA,NA,86,100,86,NA,NA,80,NA,NA,91,NA,85,73
CP002910,68,77,76,82,80,80,96,79,87,97,87,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,82,68,97,86,89,75,96,NA,72,97,74,NA,NA,NA,70,NA,NA,NA,85,69,NA,99,60,97,81,NA,70,79,80,82,NA,NA,NA,81,NA,72,76,89,89,NA,NA,NA,79,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,71,NA,51,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,72,NA,NA,67,NA,67,82,77,NA,79,NA,NA,71,NA,82,76,NA,NA,NA,NA,NA,52,NA,82,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,84,87,NA,81,NA,NA,100,NA,80,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,70,NA,61,NA,NA,NA,84,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,68,NA,77,NA,78,NA,70,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,81,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,67,74,67,NA,NA,84,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,66,66,NA,NA,73,100,93,NA,NA,84,NA,NA,92,NA,85,74
CP003200,68,77,73,82,80,80,96,78,87,97,87,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,78,NA,82,68,97,86,89,75,96,NA,72,97,74,NA,NA,NA,70,NA,NA,NA,85,69,NA,99,60,97,81,NA,70,79,80,82,NA,NA,NA,82,NA,72,76,89,89,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,71,NA,65,NA,NA,NA,NA,82,NA,87,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,82,77,NA,79,NA,NA,70,NA,82,76,NA,NA,NA,NA,NA,52,NA,80,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,84,87,NA,81,NA,NA,100,NA,80,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,73,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,70,NA,60,NA,NA,NA,84,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,68,NA,77,NA,78,NA,70,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,81,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,74,67,NA,NA,84,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,65,66,NA,NA,72,100,92,NA,NA,84,NA,NA,91,NA,85,74
CP003218,74,67,78,83,83,83,98,79,85,98,87,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,68,78,70,97,87,90,NA,96,NA,72,96,NA,73,NA,NA,NA,NA,94,NA,85,67,NA,98,65,97,81,NA,75,86,81,82,NA,NA,NA,85,NA,76,78,92,90,NA,NA,87,94,85,NA,83,41,NA,NA,NA,NA,NA,79,NA,NA,70,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,71,82,68,71,NA,67,NA,NA,81,81,NA,80,78,NA,72,NA,81,79,NA,NA,NA,NA,NA,62,NA,79,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,84,84,NA,80,NA,74,98,NA,75,NA,NA,NA,NA,94,NA,77,NA,62,NA,NA,NA,NA,79,NA,NA,70,NA,NA,NA,64,74,NA,56,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,82,NA,79,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,81,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,75,NA,NA,NA,NA,NA,NA,59,81,76,71,NA,NA,78,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,82,NA,NA,NA,NA,NA,78,65,NA,NA,78,100,92,NA,NA,72,NA,NA,95,NA,85,73
